pincode,Districtname,statename,infected,L1-High-Infection-Danger,L2-Moderate-Infection-Danger
509228,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509235,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509301,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509311,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509320,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509321,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509324,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509325,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509326,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509327,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509334,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509335,K.V.Rangareddy,ANDHRA PRADESH,0,0,0
509336,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509337,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509338,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509339,K.V.Rangareddy,ANDHRA PRADESH,0,0,0
509340,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509349,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509350,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509351,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509352,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509353,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509357,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509358,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509360,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509371,K.V.Rangareddy,ANDHRA PRADESH,0,0,0
509375,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509376,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509380,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509381,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509382,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509385,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509401,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509406,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509407,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509408,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509409,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509410,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509411,Mahabub Nagar,ANDHRA PRADESH,0,0,0
509412,Mahabub Nagar,ANDHRA PRADESH,0,0,0
515001,Ananthapur,ANDHRA PRADESH,0,0,0
515002,Ananthapur,ANDHRA PRADESH,0,0,0
515003,Ananthapur,ANDHRA PRADESH,0,0,0
515004,Ananthapur,ANDHRA PRADESH,0,0,0
515005,Ananthapur,ANDHRA PRADESH,0,0,0
515101,Ananthapur,ANDHRA PRADESH,0,0,0
515110,Ananthapur,ANDHRA PRADESH,0,0,0
515122,Ananthapur,ANDHRA PRADESH,0,0,0
515123,Ananthapur,ANDHRA PRADESH,0,0,0
515124,Ananthapur,ANDHRA PRADESH,0,0,0
515133,Ananthapur,ANDHRA PRADESH,0,0,0
515134,Ananthapur,ANDHRA PRADESH,0,0,0
515144,Ananthapur,ANDHRA PRADESH,0,0,0
515154,Ananthapur,ANDHRA PRADESH,0,0,0
515159,Ananthapur,ANDHRA PRADESH,0,0,0
515164,Ananthapur,ANDHRA PRADESH,0,0,0
515201,Ananthapur,ANDHRA PRADESH,0,0,0
515202,Ananthapur,ANDHRA PRADESH,0,0,0
515211,Ananthapur,ANDHRA PRADESH,0,0,0
515212,Ananthapur,ANDHRA PRADESH,0,0,0
515231,Ananthapur,ANDHRA PRADESH,0,0,0
515241,Ananthapur,ANDHRA PRADESH,0,0,0
515261,Ananthapur,ANDHRA PRADESH,0,0,0
515271,Ananthapur,ANDHRA PRADESH,0,0,0
515281,Ananthapur,ANDHRA PRADESH,0,0,0
515286,Ananthapur,ANDHRA PRADESH,0,0,0
515291,Ananthapur,ANDHRA PRADESH,0,0,0
515301,Ananthapur,ANDHRA PRADESH,0,0,0
515303,Ananthapur,ANDHRA PRADESH,0,0,0
515305,Ananthapur,ANDHRA PRADESH,0,0,0
515311,Ananthapur,ANDHRA PRADESH,0,0,0
515321,Ananthapur,ANDHRA PRADESH,0,0,0
515331,Ananthapur,ANDHRA PRADESH,0,0,0
515341,Ananthapur,ANDHRA PRADESH,0,0,0
515401,Ananthapur,ANDHRA PRADESH,0,0,0
515402,Ananthapur,ANDHRA PRADESH,0,0,0
515405,Ananthapur,ANDHRA PRADESH,0,0,0
515408,Ananthapur,ANDHRA PRADESH,0,0,0
515411,Ananthapur,ANDHRA PRADESH,0,0,0
515413,Ananthapur,ANDHRA PRADESH,0,0,0
515414,Ananthapur,ANDHRA PRADESH,0,0,0
515415,Ananthapur,ANDHRA PRADESH,0,0,0
515425,Ananthapur,ANDHRA PRADESH,0,0,0
515435,Ananthapur,ANDHRA PRADESH,0,0,0
515445,Ananthapur,ANDHRA PRADESH,0,0,0
515455,Ananthapur,ANDHRA PRADESH,0,0,0
515465,Cuddapah,ANDHRA PRADESH,0,0,0
515501,Ananthapur,ANDHRA PRADESH,0,0,0
515511,Ananthapur,ANDHRA PRADESH,0,0,0
515521,Ananthapur,ANDHRA PRADESH,0,0,0
515531,Ananthapur,ANDHRA PRADESH,0,0,0
515541,Ananthapur,ANDHRA PRADESH,0,0,0
515551,Ananthapur,ANDHRA PRADESH,0,0,0
515556,Ananthapur,ANDHRA PRADESH,0,0,0
515561,Ananthapur,ANDHRA PRADESH,0,0,0
515571,Ananthapur,ANDHRA PRADESH,0,0,0
515581,Ananthapur,ANDHRA PRADESH,0,0,0
515591,Ananthapur,ANDHRA PRADESH,0,0,0
515601,Ananthapur,ANDHRA PRADESH,0,0,0
515611,Ananthapur,ANDHRA PRADESH,0,0,0
515621,Ananthapur,ANDHRA PRADESH,0,0,0
515631,Ananthapur,ANDHRA PRADESH,0,0,0
515641,Ananthapur,ANDHRA PRADESH,0,0,0
515651,Ananthapur,ANDHRA PRADESH,0,0,0
515661,Ananthapur,ANDHRA PRADESH,0,0,0
515671,Ananthapur,ANDHRA PRADESH,0,0,0
515672,Ananthapur,ANDHRA PRADESH,0,0,0
515701,Ananthapur,ANDHRA PRADESH,0,0,0
515711,Ananthapur,ANDHRA PRADESH,0,0,0
515721,Ananthapur,ANDHRA PRADESH,0,0,0
515722,Ananthapur,ANDHRA PRADESH,0,0,0
515731,Ananthapur,ANDHRA PRADESH,0,0,0
515741,Ananthapur,ANDHRA PRADESH,0,0,0
515751,Ananthapur,ANDHRA PRADESH,0,0,0
515761,Ananthapur,ANDHRA PRADESH,0,0,0
515763,Ananthapur,ANDHRA PRADESH,0,0,0
515765,Ananthapur,ANDHRA PRADESH,0,0,0
515766,Ananthapur,ANDHRA PRADESH,0,0,0
515767,Ananthapur,ANDHRA PRADESH,0,0,0
515774,Ananthapur,ANDHRA PRADESH,0,0,0
515775,Ananthapur,ANDHRA PRADESH,0,0,0
515787,Ananthapur,ANDHRA PRADESH,0,0,0
515801,Ananthapur,ANDHRA PRADESH,0,0,0
515803,Ananthapur,ANDHRA PRADESH,0,0,0
515812,Ananthapur,ANDHRA PRADESH,0,0,0
515822,Ananthapur,ANDHRA PRADESH,0,0,0
515832,Ananthapur,ANDHRA PRADESH,0,0,0
515842,Ananthapur,ANDHRA PRADESH,0,0,0
515863,Ananthapur,ANDHRA PRADESH,0,0,0
515865,Ananthapur,ANDHRA PRADESH,0,0,0
515867,Ananthapur,ANDHRA PRADESH,0,0,0
515870,Ananthapur,ANDHRA PRADESH,0,0,0
515871,Ananthapur,ANDHRA PRADESH,0,0,0
515872,Ananthapur,ANDHRA PRADESH,0,0,0
516001,Cuddapah,ANDHRA PRADESH,0,0,0
516002,Cuddapah,ANDHRA PRADESH,0,0,0
516003,Cuddapah,ANDHRA PRADESH,0,0,0
516004,Cuddapah,ANDHRA PRADESH,0,0,0
516101,Cuddapah,ANDHRA PRADESH,0,0,0
516104,Cuddapah,ANDHRA PRADESH,0,0,0
516105,Cuddapah,ANDHRA PRADESH,0,0,0
516107,Cuddapah,ANDHRA PRADESH,0,0,0
516108,Cuddapah,ANDHRA PRADESH,0,0,0
516110,Cuddapah,ANDHRA PRADESH,0,0,0
516115,Cuddapah,ANDHRA PRADESH,0,0,0
516126,Cuddapah,ANDHRA PRADESH,0,0,0
516127,Cuddapah,ANDHRA PRADESH,0,0,0
516128,Cuddapah,ANDHRA PRADESH,0,0,0
516129,Cuddapah,ANDHRA PRADESH,0,0,0
516130,Cuddapah,ANDHRA PRADESH,0,0,0
516150,Cuddapah,ANDHRA PRADESH,0,0,0
516151,Cuddapah,ANDHRA PRADESH,0,0,0
516152,Cuddapah,ANDHRA PRADESH,0,0,0
516162,Cuddapah,ANDHRA PRADESH,0,0,0
516163,Cuddapah,ANDHRA PRADESH,0,0,0
516172,Cuddapah,ANDHRA PRADESH,0,0,0
516173,Cuddapah,ANDHRA PRADESH,0,0,0
516175,Cuddapah,ANDHRA PRADESH,0,0,0
516193,Cuddapah,ANDHRA PRADESH,0,0,0
516203,Cuddapah,ANDHRA PRADESH,0,0,0
516213,Cuddapah,ANDHRA PRADESH,0,0,0
516214,Cuddapah,ANDHRA PRADESH,0,0,0
516215,Cuddapah,ANDHRA PRADESH,0,0,0
516216,Cuddapah,ANDHRA PRADESH,0,0,0
516217,Cuddapah,ANDHRA PRADESH,0,0,0
516218,Cuddapah,ANDHRA PRADESH,0,0,0
516227,Cuddapah,ANDHRA PRADESH,0,0,0
516228,Cuddapah,ANDHRA PRADESH,0,0,0
516233,Cuddapah,ANDHRA PRADESH,0,0,0
516237,Cuddapah,ANDHRA PRADESH,0,0,0
516247,Cuddapah,ANDHRA PRADESH,0,0,0
516257,Cuddapah,ANDHRA PRADESH,0,0,0
516259,Cuddapah,ANDHRA PRADESH,0,0,0
516267,Cuddapah,ANDHRA PRADESH,0,0,0
516268,Cuddapah,ANDHRA PRADESH,0,0,0
516269,Cuddapah,ANDHRA PRADESH,0,0,0
516270,Cuddapah,ANDHRA PRADESH,0,0,0
516289,Cuddapah,ANDHRA PRADESH,0,0,0
516293,Cuddapah,ANDHRA PRADESH,0,0,0
516309,Cuddapah,ANDHRA PRADESH,0,0,0
516310,Cuddapah,ANDHRA PRADESH,0,0,0
516311,Cuddapah,ANDHRA PRADESH,0,0,0
516312,Cuddapah,ANDHRA PRADESH,0,0,0
516321,Cuddapah,ANDHRA PRADESH,0,0,0
516329,Cuddapah,ANDHRA PRADESH,0,0,0
516339,Cuddapah,ANDHRA PRADESH,0,0,0
516349,Cuddapah,ANDHRA PRADESH,0,0,0
516350,Cuddapah,ANDHRA PRADESH,0,0,0
516355,Cuddapah,ANDHRA PRADESH,0,0,0
516356,Cuddapah,ANDHRA PRADESH,0,0,0
516359,Cuddapah,ANDHRA PRADESH,0,0,0
516360,Cuddapah,ANDHRA PRADESH,0,0,0
516361,Cuddapah,ANDHRA PRADESH,0,0,0
516362,Cuddapah,ANDHRA PRADESH,0,0,0
516380,Cuddapah,ANDHRA PRADESH,0,0,0
516390,Cuddapah,ANDHRA PRADESH,0,0,0
516391,Cuddapah,ANDHRA PRADESH,0,0,0
516396,Cuddapah,ANDHRA PRADESH,0,0,0
516401,Cuddapah,ANDHRA PRADESH,0,0,0
516411,Cuddapah,ANDHRA PRADESH,0,0,0
516421,Cuddapah,ANDHRA PRADESH,0,0,0
516431,Cuddapah,ANDHRA PRADESH,0,0,0
516432,Cuddapah,ANDHRA PRADESH,0,0,0
516433,Cuddapah,ANDHRA PRADESH,0,0,0
516434,Cuddapah,ANDHRA PRADESH,0,0,0
516439,Cuddapah,ANDHRA PRADESH,0,0,0
516444,Cuddapah,ANDHRA PRADESH,0,0,0
516454,Cuddapah,ANDHRA PRADESH,0,0,0
516464,Cuddapah,ANDHRA PRADESH,0,0,0
516474,Cuddapah,ANDHRA PRADESH,0,0,0
516484,Cuddapah,ANDHRA PRADESH,0,0,0
516501,Cuddapah,ANDHRA PRADESH,0,0,0
516502,Cuddapah,ANDHRA PRADESH,0,0,0
516503,Cuddapah,ANDHRA PRADESH,0,0,0
516504,Cuddapah,ANDHRA PRADESH,0,0,0
516505,Cuddapah,ANDHRA PRADESH,0,0,0
517001,Chittoor,ANDHRA PRADESH,0,0,0
517002,Chittoor,ANDHRA PRADESH,0,0,0
517004,Chittoor,ANDHRA PRADESH,0,0,0
517101,Chittoor,ANDHRA PRADESH,0,0,0
517102,Chittoor,ANDHRA PRADESH,0,0,0
517112,Chittoor,ANDHRA PRADESH,0,0,0
517113,Chittoor,ANDHRA PRADESH,0,0,0
517123,Chittoor,ANDHRA PRADESH,0,0,0
517124,Chittoor,ANDHRA PRADESH,0,0,0
517125,Chittoor,ANDHRA PRADESH,0,0,0
517126,Chittoor,ANDHRA PRADESH,0,0,0
517127,Chittoor,ANDHRA PRADESH,0,0,0
517128,Chittoor,ANDHRA PRADESH,0,0,0
517129,Chittoor,ANDHRA PRADESH,0,0,0
517130,Chittoor,ANDHRA PRADESH,0,0,0
517131,Chittoor,ANDHRA PRADESH,0,0,0
517132,Chittoor,ANDHRA PRADESH,0,0,0
517152,Chittoor,ANDHRA PRADESH,0,0,0
517167,Chittoor,ANDHRA PRADESH,0,0,0
517172,Chittoor,ANDHRA PRADESH,0,0,0
517192,Chittoor,ANDHRA PRADESH,0,0,0
517193,Chittoor,ANDHRA PRADESH,0,0,0
517194,Chittoor,ANDHRA PRADESH,0,0,0
517213,Chittoor,ANDHRA PRADESH,0,0,0
517214,Chittoor,ANDHRA PRADESH,0,0,0
517234,Chittoor,ANDHRA PRADESH,0,0,0
517235,Chittoor,ANDHRA PRADESH,0,0,0
517236,Chittoor,ANDHRA PRADESH,0,0,0
517237,Chittoor,ANDHRA PRADESH,0,0,0
517247,Chittoor,ANDHRA PRADESH,0,0,0
517257,Chittoor,ANDHRA PRADESH,0,0,0
517277,Chittoor,ANDHRA PRADESH,0,0,0
517280,Chittoor,ANDHRA PRADESH,0,0,0
517291,Chittoor,ANDHRA PRADESH,0,0,0
517297,Chittoor,ANDHRA PRADESH,0,0,0
517299,Chittoor,ANDHRA PRADESH,0,0,0
517305,Chittoor,ANDHRA PRADESH,0,0,0
517319,Chittoor,ANDHRA PRADESH,0,0,0
517325,Chittoor,ANDHRA PRADESH,0,0,0
517326,Chittoor,ANDHRA PRADESH,0,0,0
517350,Chittoor,ANDHRA PRADESH,0,0,0
517351,Chittoor,ANDHRA PRADESH,0,0,0
517352,Chittoor,ANDHRA PRADESH,0,0,0
517370,Chittoor,ANDHRA PRADESH,0,0,0
517390,Chittoor,ANDHRA PRADESH,0,0,0
517391,Chittoor,ANDHRA PRADESH,0,0,0
517401,Chittoor,ANDHRA PRADESH,0,0,0
517403,Chittoor,ANDHRA PRADESH,0,0,0
517408,Chittoor,ANDHRA PRADESH,0,0,0
517414,Chittoor,ANDHRA PRADESH,0,0,0
517415,Chittoor,ANDHRA PRADESH,0,0,0
517416,Chittoor,ANDHRA PRADESH,0,0,0
517417,Chittoor,ANDHRA PRADESH,0,0,0
517418,Chittoor,ANDHRA PRADESH,0,0,0
517419,Chittoor,ANDHRA PRADESH,0,0,0
517421,Chittoor,ANDHRA PRADESH,0,0,0
517422,Chittoor,ANDHRA PRADESH,0,0,0
517423,Chittoor,ANDHRA PRADESH,0,0,0
517424,Chittoor,ANDHRA PRADESH,0,0,0
517425,Chittoor,ANDHRA PRADESH,0,0,0
517426,Chittoor,ANDHRA PRADESH,0,0,0
517429,Chittoor,ANDHRA PRADESH,0,0,0
517432,Chittoor,ANDHRA PRADESH,0,0,0
517501,Chittoor,ANDHRA PRADESH,0,0,0
517502,Chittoor,ANDHRA PRADESH,0,0,0
517503,Chittoor,ANDHRA PRADESH,0,0,0
517504,Chittoor,ANDHRA PRADESH,0,0,0
517505,Chittoor,ANDHRA PRADESH,0,0,0
517506,Chittoor,ANDHRA PRADESH,0,0,0
517507,Chittoor,ANDHRA PRADESH,0,0,0
517520,Chittoor,ANDHRA PRADESH,0,0,0
517526,Chittoor,ANDHRA PRADESH,0,0,0
517536,Chittoor,ANDHRA PRADESH,0,0,0
517541,Chittoor,ANDHRA PRADESH,0,0,0
517551,Chittoor,ANDHRA PRADESH,0,0,0
517561,Chittoor,ANDHRA PRADESH,0,0,0
517569,Chittoor,ANDHRA PRADESH,0,0,0
517571,Chittoor,ANDHRA PRADESH,0,0,0
517581,Chittoor,ANDHRA PRADESH,0,0,0
517582,Chittoor,ANDHRA PRADESH,0,0,0
517583,Chittoor,ANDHRA PRADESH,0,0,0
517584,Chittoor,ANDHRA PRADESH,0,0,0
517586,Chittoor,ANDHRA PRADESH,0,0,0
517587,Chittoor,ANDHRA PRADESH,0,0,0
517588,Chittoor,ANDHRA PRADESH,0,0,0
517589,Chittoor,ANDHRA PRADESH,0,0,0
517590,Chittoor,ANDHRA PRADESH,0,0,0
517591,Chittoor,ANDHRA PRADESH,0,0,0
517592,Chittoor,ANDHRA PRADESH,0,0,0
517599,Chittoor,ANDHRA PRADESH,0,0,0
517619,Chittoor,ANDHRA PRADESH,0,0,0
517620,Chittoor,ANDHRA PRADESH,0,0,0
517640,Chittoor,ANDHRA PRADESH,0,0,0
517641,Chittoor,ANDHRA PRADESH,0,0,0
517642,Chittoor,ANDHRA PRADESH,0,0,0
517643,Chittoor,ANDHRA PRADESH,0,0,0
517644,Chittoor,ANDHRA PRADESH,0,0,0
517645,Chittoor,ANDHRA PRADESH,0,0,0
518001,Kurnool,ANDHRA PRADESH,0,0,0
518002,Kurnool,ANDHRA PRADESH,0,0,0
518003,Kurnool,ANDHRA PRADESH,0,0,0
518004,Kurnool,ANDHRA PRADESH,0,0,0
518005,Kurnool,ANDHRA PRADESH,0,0,0
518006,Kurnool,ANDHRA PRADESH,0,0,0
518007,Kurnool,ANDHRA PRADESH,0,0,0
518010,Kurnool,ANDHRA PRADESH,0,0,0
518101,Kurnool,ANDHRA PRADESH,0,0,0
518102,Kurnool,ANDHRA PRADESH,0,0,0
518112,Kurnool,ANDHRA PRADESH,0,0,0
518122,Kurnool,ANDHRA PRADESH,0,0,0
518123,Kurnool,ANDHRA PRADESH,0,0,0
518124,Kurnool,ANDHRA PRADESH,0,0,0
518134,Kurnool,ANDHRA PRADESH,0,0,0
518135,Kurnool,ANDHRA PRADESH,0,0,0
518145,Kurnool,ANDHRA PRADESH,0,0,0
518155,Kurnool,ANDHRA PRADESH,0,0,0
518165,Kurnool,ANDHRA PRADESH,0,0,0
518166,Kurnool,ANDHRA PRADESH,0,0,0
518176,Kurnool,ANDHRA PRADESH,0,0,0
518186,Kurnool,ANDHRA PRADESH,0,0,0
518196,Kurnool,ANDHRA PRADESH,0,0,0
518206,Kurnool,ANDHRA PRADESH,0,0,0
518216,Kurnool,ANDHRA PRADESH,0,0,0
518217,Kurnool,ANDHRA PRADESH,0,0,0
518218,Kurnool,ANDHRA PRADESH,0,0,0
518220,Kurnool,ANDHRA PRADESH,0,0,0
518221,Kurnool,ANDHRA PRADESH,0,0,0
518222,Kurnool,ANDHRA PRADESH,0,0,0
518225,Kurnool,ANDHRA PRADESH,0,0,0
518301,Kurnool,ANDHRA PRADESH,0,0,0
518302,Kurnool,ANDHRA PRADESH,0,0,0
518308,Kurnool,ANDHRA PRADESH,0,0,0
518313,Kurnool,ANDHRA PRADESH,0,0,0
518323,Kurnool,ANDHRA PRADESH,0,0,0
518333,Kurnool,ANDHRA PRADESH,0,0,0
518343,Kurnool,ANDHRA PRADESH,0,0,0
518344,Kurnool,ANDHRA PRADESH,0,0,0
518345,Kurnool,ANDHRA PRADESH,0,0,0
518346,Kurnool,ANDHRA PRADESH,0,0,0
518347,Kurnool,ANDHRA PRADESH,0,0,0
518348,Kurnool,ANDHRA PRADESH,0,0,0
518349,Kurnool,ANDHRA PRADESH,0,0,0
518350,Kurnool,ANDHRA PRADESH,0,0,0
518360,Kurnool,ANDHRA PRADESH,0,0,0
518380,Kurnool,ANDHRA PRADESH,0,0,0
518385,Kurnool,ANDHRA PRADESH,0,0,0
518390,Kurnool,ANDHRA PRADESH,0,0,0
518395,Kurnool,ANDHRA PRADESH,0,0,0
518396,Kurnool,ANDHRA PRADESH,0,0,0
518401,Kurnool,ANDHRA PRADESH,0,0,0
518405,Kurnool,ANDHRA PRADESH,0,0,0
518411,Kurnool,ANDHRA PRADESH,0,0,0
518412,Kurnool,ANDHRA PRADESH,0,0,0
518422,Kurnool,ANDHRA PRADESH,0,0,0
518432,Kurnool,ANDHRA PRADESH,0,0,0
518442,Kurnool,ANDHRA PRADESH,0,0,0
518452,Kurnool,ANDHRA PRADESH,0,0,0
518462,Kurnool,ANDHRA PRADESH,0,0,0
518463,Kurnool,ANDHRA PRADESH,0,0,0
518464,Kurnool,ANDHRA PRADESH,0,0,0
518465,Kurnool,ANDHRA PRADESH,0,0,0
518466,Kurnool,ANDHRA PRADESH,0,0,0
518467,Kurnool,ANDHRA PRADESH,0,0,0
518468,Kurnool,ANDHRA PRADESH,0,0,0
518501,Kurnool,ANDHRA PRADESH,0,0,0
518502,Kurnool,ANDHRA PRADESH,0,0,0
518508,Kurnool,ANDHRA PRADESH,0,0,0
518510,Kurnool,ANDHRA PRADESH,0,0,0
518511,Kurnool,ANDHRA PRADESH,0,0,0
518512,Kurnool,ANDHRA PRADESH,0,0,0
518513,Kurnool,ANDHRA PRADESH,0,0,0
518523,Kurnool,ANDHRA PRADESH,0,0,0
518533,Kurnool,ANDHRA PRADESH,0,0,0
518543,Kurnool,ANDHRA PRADESH,0,0,0
518553,Kurnool,ANDHRA PRADESH,0,0,0
518563,Kurnool,ANDHRA PRADESH,0,0,0
518573,Kurnool,ANDHRA PRADESH,0,0,0
518583,Kurnool,ANDHRA PRADESH,0,0,0
518593,Kurnool,ANDHRA PRADESH,0,0,0
518594,Kurnool,ANDHRA PRADESH,0,0,0
518598,Kurnool,ANDHRA PRADESH,0,0,0
518599,Kurnool,ANDHRA PRADESH,0,0,0
518674,Kurnool,ANDHRA PRADESH,0,0,0
520001,Krishna,ANDHRA PRADESH,0,0,0
520002,Krishna,ANDHRA PRADESH,0,0,0
520003,Krishna,ANDHRA PRADESH,0,0,0
520004,Krishna,ANDHRA PRADESH,0,0,0
520007,Krishna,ANDHRA PRADESH,0,0,0
520008,Krishna,ANDHRA PRADESH,0,0,0
520010,Krishna,ANDHRA PRADESH,0,0,0
520011,Krishna,ANDHRA PRADESH,0,0,0
520012,Krishna,ANDHRA PRADESH,0,0,0
520013,Krishna,ANDHRA PRADESH,0,0,0
520015,Krishna,ANDHRA PRADESH,0,0,0
521001,Krishna,ANDHRA PRADESH,0,0,0
521002,Krishna,ANDHRA PRADESH,0,0,0
521003,Krishna,ANDHRA PRADESH,0,0,0
521101,Krishna,ANDHRA PRADESH,0,0,0
521102,Krishna,ANDHRA PRADESH,0,0,0
521104,Krishna,ANDHRA PRADESH,0,0,0
521105,Krishna,ANDHRA PRADESH,0,0,0
521106,Krishna,ANDHRA PRADESH,0,0,0
521107,Krishna,ANDHRA PRADESH,0,0,0
521108,Krishna,ANDHRA PRADESH,0,0,0
521109,Krishna,ANDHRA PRADESH,0,0,0
521110,Krishna,ANDHRA PRADESH,0,0,0
521111,Krishna,ANDHRA PRADESH,0,0,0
521120,Krishna,ANDHRA PRADESH,0,0,0
521121,Krishna,ANDHRA PRADESH,0,0,0
521122,Krishna,ANDHRA PRADESH,0,0,0
521125,Krishna,ANDHRA PRADESH,0,0,0
521126,Krishna,ANDHRA PRADESH,0,0,0
521130,Krishna,ANDHRA PRADESH,0,0,0
521131,Krishna,ANDHRA PRADESH,0,0,0
521132,Krishna,ANDHRA PRADESH,0,0,0
521133,Krishna,ANDHRA PRADESH,0,0,0
521134,Krishna,ANDHRA PRADESH,0,0,0
521135,Krishna,ANDHRA PRADESH,0,0,0
521136,Krishna,ANDHRA PRADESH,0,0,0
521137,Krishna,ANDHRA PRADESH,0,0,0
521138,Krishna,ANDHRA PRADESH,0,0,0
521139,Krishna,ANDHRA PRADESH,0,0,0
521148,Krishna,ANDHRA PRADESH,0,0,0
521149,Krishna,ANDHRA PRADESH,0,0,0
521150,Krishna,ANDHRA PRADESH,0,0,0
521151,Krishna,ANDHRA PRADESH,0,0,0
521153,Krishna,ANDHRA PRADESH,0,0,0
521156,Krishna,ANDHRA PRADESH,0,0,0
521157,Krishna,ANDHRA PRADESH,0,0,0
521158,Krishna,ANDHRA PRADESH,0,0,0
521162,Krishna,ANDHRA PRADESH,0,0,0
521163,Krishna,ANDHRA PRADESH,0,0,0
521164,Krishna,ANDHRA PRADESH,0,0,0
521165,Krishna,ANDHRA PRADESH,0,0,0
521170,Krishna,ANDHRA PRADESH,0,0,0
521175,Krishna,ANDHRA PRADESH,0,0,0
521178,Krishna,ANDHRA PRADESH,0,0,0
521180,Krishna,ANDHRA PRADESH,0,0,0
521181,Krishna,ANDHRA PRADESH,0,0,0
521182,Krishna,ANDHRA PRADESH,0,0,0
521183,Krishna,ANDHRA PRADESH,0,0,0
521185,Krishna,ANDHRA PRADESH,0,0,0
521190,Krishna,ANDHRA PRADESH,0,0,0
521201,Krishna,ANDHRA PRADESH,0,0,0
521202,Krishna,ANDHRA PRADESH,0,0,0
521207,Krishna,ANDHRA PRADESH,0,0,0
521211,Krishna,ANDHRA PRADESH,0,0,0
521212,Krishna,ANDHRA PRADESH,0,0,0
521213,Krishna,ANDHRA PRADESH,0,0,0
521214,Krishna,ANDHRA PRADESH,0,0,0
521215,Krishna,ANDHRA PRADESH,0,0,0
521225,Krishna,ANDHRA PRADESH,0,0,0
521226,Krishna,ANDHRA PRADESH,0,0,0
521227,Krishna,ANDHRA PRADESH,0,0,0
521228,Krishna,ANDHRA PRADESH,0,0,0
521229,Krishna,ANDHRA PRADESH,0,0,0
521230,Krishna,ANDHRA PRADESH,0,0,0
521235,Krishna,ANDHRA PRADESH,0,0,0
521241,Krishna,ANDHRA PRADESH,0,0,0
521245,Krishna,ANDHRA PRADESH,0,0,0
521246,Krishna,ANDHRA PRADESH,0,0,0
521247,Krishna,ANDHRA PRADESH,0,0,0
521250,Krishna,ANDHRA PRADESH,0,0,0
521256,Krishna,ANDHRA PRADESH,0,0,0
521260,Krishna,ANDHRA PRADESH,0,0,0
521261,Krishna,ANDHRA PRADESH,0,0,0
521263,Krishna,ANDHRA PRADESH,0,0,0
521286,Krishna,ANDHRA PRADESH,0,0,0
521301,Krishna,ANDHRA PRADESH,0,0,0
521311,Krishna,ANDHRA PRADESH,0,0,0
521312,Krishna,ANDHRA PRADESH,0,0,0
521321,Krishna,ANDHRA PRADESH,0,0,0
521322,Krishna,ANDHRA PRADESH,0,0,0
521323,Krishna,ANDHRA PRADESH,0,0,0
521324,Krishna,ANDHRA PRADESH,0,0,0
521325,Krishna,ANDHRA PRADESH,0,0,0
521326,Krishna,ANDHRA PRADESH,0,0,0
521327,Krishna,ANDHRA PRADESH,0,0,0
521328,Krishna,ANDHRA PRADESH,0,0,0
521329,Krishna,ANDHRA PRADESH,0,0,0
521330,Krishna,ANDHRA PRADESH,0,0,0
521331,Krishna,ANDHRA PRADESH,0,0,0
521332,Krishna,ANDHRA PRADESH,0,0,0
521333,Krishna,ANDHRA PRADESH,0,0,0
521340,Krishna,ANDHRA PRADESH,0,0,0
521343,Krishna,ANDHRA PRADESH,0,0,0
521344,Krishna,ANDHRA PRADESH,0,0,0
521345,Krishna,ANDHRA PRADESH,0,0,0
521356,Krishna,ANDHRA PRADESH,0,0,0
521366,Krishna,ANDHRA PRADESH,0,0,0
521369,Krishna,ANDHRA PRADESH,0,0,0
521390,Krishna,ANDHRA PRADESH,0,0,0
